,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,1160,1,3959,3.0,43.0,3793,33.0,40.0,4196,56.0,67.0,3326,59.0,45.0,4583,60.0,42.0,4037,29.0,47.0,6
,2960,2,3251,10.0,36.0,4268,39.0,63.0,4158,31.0,34.0,4305,15.0,73.0,3352,2.0,56.0,4097,1.0,52.0,3
,21490,3,3662,4.0,68.0,4026,27.0,74.0,3564,52.0,62.0,3875,7.0,70.0,4096,14.0,55.0,3925,48.0,66.0,44
,5100,4,4266,21.0,46.0,3741,28.0,32.0,3788,5.0,57.0,3527,16.0,69.0,4321,23.0,51.0,4363,38.0,58.0,62
,1980,5,4112,40.0,39.0,4296,11.0,33.0,3326,59.0,45.0,4327,35.0,38.0,2763,24.0,49.0,4573,53.0,75.0,25
,19770,6,2842,18.0,48.0,3052,47.0,41.0,4258,26.0,50.0,3340,57.0,61.0,4037,29.0,47.0,3352,2.0,56.0,58
,8530,8,4316,30.0,64.0,4266,21.0,46.0,4268,39.0,63.0,3849,46.0,37.0,3925,48.0,66.0,4099,44.0,35.0,76
,2910,9,3552,12.0,71.0,4196,56.0,67.0,4112,40.0,39.0,3564,52.0,62.0,4097,1.0,52.0,4079,45.0,72.0,8
,10390,10,2920,43.0,54.0,3662,4.0,68.0,4327,35.0,38.0,3064,6.0,31.0,3527,16.0,69.0,3159,32.0,44.0,102
,980,12,4296,11.0,33.0,3251,10.0,36.0,3959,3.0,43.0,4079,45.0,72.0,4099,44.0,35.0,4096,14.0,55.0,5
,4480,1,3159,32.0,44.0,4258,26.0,50.0,2842,18.0,48.0,4363,38.0,58.0,4573,53.0,75.0,4026,27.0,74.0,16
